# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-25 09:35:11 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01022294 East Br Bear Brook near Beddington, Maine
# -----------------------------------------------------------------------------------
#
# Data provided for site 01022294
#            TS   parameter     Description
#         65461       00065     Gage height, feet
#         65462       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	65461_00065	65461_00065_cd	65462_00060	65462_00060_cd
USGS	01022294	2016-02-29 02:25	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 02:30	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 02:35	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 02:40	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 02:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 02:50	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 02:55	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:05	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 03:10	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:25	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:30	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:40	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 03:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:50	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 03:55	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:05	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:10	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:25	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:30	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:40	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 04:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:50	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 04:55	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 05:05	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:10	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 05:20	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:25	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:30	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:35	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:40	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:45	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 05:50	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 05:55	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:00	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:05	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 06:10	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 06:15	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:20	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 06:25	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:30	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:35	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:40	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:45	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:50	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 06:55	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 07:00	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:05	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 07:10	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:15	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:20	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:25	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:30	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 07:35	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:40	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 07:45	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 07:50	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 07:55	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:00	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:05	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:10	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:15	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 08:25	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:30	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 08:40	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 08:50	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 08:55	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 09:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 09:05	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 09:10	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 09:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 09:20	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 09:25	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 09:30	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 09:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 09:40	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 09:45	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 09:50	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 09:55	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 10:00	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:05	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:10	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:15	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:20	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:25	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:30	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:35	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 10:40	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 10:45	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 10:50	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 10:55	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 11:00	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:05	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 11:10	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 11:15	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 11:20	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:25	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 11:30	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:35	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:40	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:45	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:50	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 11:55	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:00	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:05	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:10	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:15	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 12:20	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:25	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:30	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:35	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:40	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 12:45	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 12:50	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 12:55	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:00	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 13:05	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:10	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:15	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 13:20	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 13:25	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:30	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:35	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 13:40	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:45	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:50	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 13:55	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 14:00	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 14:05	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 14:10	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 14:15	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 14:20	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:25	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:30	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 14:40	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:45	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:50	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 14:55	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:05	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:10	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 15:25	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 15:30	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 15:35	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 15:40	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 15:45	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 15:50	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 15:55	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:00	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:05	EST	5.273	P	Ice	P
USGS	01022294	2016-02-29 16:10	EST	5.273	P	Ice	P
USGS	01022294	2016-02-29 16:15	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:20	EST	5.273	P	Ice	P
USGS	01022294	2016-02-29 16:25	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:30	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:35	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:40	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 16:45	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 16:50	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 16:55	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 17:00	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 17:05	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:10	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 17:15	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:20	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 17:25	EST	5.272	P	Ice	P
USGS	01022294	2016-02-29 17:30	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:35	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:40	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:45	EST	5.271	P	Ice	P
USGS	01022294	2016-02-29 17:50	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 17:55	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:00	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:05	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:10	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:15	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:20	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:25	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:30	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:35	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:40	EST	5.270	P	Ice	P
USGS	01022294	2016-02-29 18:45	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:50	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 18:55	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 19:00	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 19:05	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 19:10	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 19:15	EST	5.269	P	Ice	P
USGS	01022294	2016-02-29 19:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:25	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:30	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:40	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:50	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 19:55	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:00	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:05	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:10	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:15	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:20	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:25	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 20:30	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:35	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:40	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 20:45	EST	5.268	P	Ice	P
USGS	01022294	2016-02-29 20:50	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 20:55	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:00	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:05	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:10	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:15	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:20	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:25	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:30	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:35	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 21:40	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 21:45	EST	5.267	P	Ice	P
USGS	01022294	2016-02-29 21:50	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 21:55	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:00	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:05	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:10	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:15	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:20	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:25	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:30	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 22:35	EST	5.266	P	Ice	P
USGS	01022294	2016-02-29 22:40	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 22:45	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 22:50	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 22:55	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:00	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:05	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:10	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:15	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:20	EST	5.264	P	Ice	P
USGS	01022294	2016-02-29 23:25	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:30	EST	5.265	P	Ice	P
USGS	01022294	2016-02-29 23:35	EST	5.264	P	Ice	P
USGS	01022294	2016-02-29 23:40	EST	5.264	P	Ice	P
USGS	01022294	2016-02-29 23:45	EST	5.264	P	Ice	P
USGS	01022294	2016-02-29 23:50	EST	5.264	P	Ice	P
USGS	01022294	2016-02-29 23:55	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:00	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:05	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:10	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:15	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:20	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:25	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:30	EST	5.264	P	Ice	P
USGS	01022294	2016-03-01 00:35	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:40	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:45	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:50	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 00:55	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:00	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:05	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:10	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:15	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:20	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:25	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:30	EST	5.263	P	Ice	P
USGS	01022294	2016-03-01 01:35	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 01:40	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 01:45	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 01:50	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 01:55	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 02:00	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 02:05	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 02:10	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:15	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:20	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:25	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:30	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:35	EST	5.262	P	Ice	P
USGS	01022294	2016-03-01 02:40	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:45	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 02:50	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 02:55	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 03:00	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 03:05	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 03:10	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 03:15	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 03:20	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 03:25	EST	5.260	P	Ice	P
USGS	01022294	2016-03-01 03:30	EST	5.261	P	Ice	P
USGS	01022294	2016-03-01 03:35	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 03:40	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 03:45	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 03:50	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 03:55	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:00	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 04:05	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 04:10	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:15	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 04:20	EST	5.259	P	Ice	P
USGS	01022294	2016-03-01 04:25	EST	5.257	P	Ice	P
USGS	01022294	2016-03-01 04:30	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:35	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:40	EST	5.257	P	Ice	P
USGS	01022294	2016-03-01 04:45	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:50	EST	5.258	P	Ice	P
USGS	01022294	2016-03-01 04:55	EST	5.257	P	Ice	P
USGS	01022294	2016-03-01 05:00	EST	5.257	P	Ice	P
USGS	01022294	2016-03-01 05:05	EST	5.257	P	Ice	P
USGS	01022294	2016-03-01 05:10	EST	5.256	P	Ice	P
USGS	01022294	2016-03-01 05:15	EST	5.256	P	Ice	P
USGS	01022294	2016-03-01 05:20	EST	5.256	P	Ice	P
USGS	01022294	2016-03-01 05:25	EST	5.255	P	Ice	P
USGS	01022294	2016-03-01 05:30	EST	5.255	P	Ice	P
USGS	01022294	2016-03-01 05:35	EST	5.255	P	Ice	P
USGS	01022294	2016-03-01 05:40	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 05:45	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 05:50	EST	5.255	P	Ice	P
USGS	01022294	2016-03-01 05:55	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 06:00	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 06:05	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 06:10	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 06:15	EST	5.254	P	Ice	P
USGS	01022294	2016-03-01 06:20	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 06:25	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 06:30	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 06:35	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 06:40	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 06:45	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 06:50	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 06:55	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 07:00	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:05	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:10	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:15	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:20	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:25	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:30	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:35	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 07:40	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 07:45	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 07:50	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 07:55	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 08:00	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 08:05	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 08:10	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 08:15	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 08:20	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 08:25	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 08:30	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 08:35	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 08:40	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 08:45	EST	5.253	P	Ice	P
USGS	01022294	2016-03-01 08:50	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 08:55	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:00	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:05	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 09:10	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 09:15	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:20	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:25	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:30	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:35	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 09:40	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:45	EST	5.252	P	Ice	P
USGS	01022294	2016-03-01 09:50	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 09:55	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 10:00	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 10:05	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 10:10	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 10:15	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 10:20	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 10:25	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 10:30	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 10:35	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 10:40	EST	5.251	P	Ice	P
USGS	01022294	2016-03-01 10:45	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 10:50	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 10:55	EST	5.248	P	Ice	P
USGS	01022294	2016-03-01 11:00	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 11:05	EST	5.248	P	Ice	P
USGS	01022294	2016-03-01 11:10	EST	5.250	P	Ice	P
USGS	01022294	2016-03-01 11:15	EST	5.249	P	Ice	P
USGS	01022294	2016-03-01 11:20	EST	5.249	P	Ice	P
